#Name|Dust|NodeTop|NodeTopDepth|Filler|FillerDepth|Stone|WaterTop|WaterTopDepth|Water|River water|RiverBed|RiverBedDepth|CaveLiquid|DungeonNode|DungeonAlt|DungeonStair|Y-min|Y-max|Temperature|Humidity|MaxPos|MinPos|VerticalBlend||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#GENERIC|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_humid_ocean||lib_materials:sand|4|lib_materials:sand|4|lib_materials:stone_basalt_01|||||||||||ocean_depth|beach_depth|hot|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_humid_beach||lib_materials:sand|2|lib_materials:sand|4|lib_materials:stone_basalt_01|||||||||||beach_depth|beach|hot|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_humid||lib_materials:dirt_with_litter_rainforest|1|lib_materials:dirt_silt_02|4|lib_materials:stone_basalt_01|||||||||||beach|highland|hot|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_humid_mountain||lib_materials:stone_granite_black|4|lib_materials:stone_basalt_02|6|lib_materials:stone_basalt_01|||||||||||highland|mountain|hot|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_humid_strato||lib_materials:stone_granite_brown_02|3|lib_materials:stone_granite_black|5|lib_materials:stone_basalt_02|||||||||||mountain|strato|hot|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semihumid_ocean||lib_materials:sand|4|lib_materials:sand|4|lib_materials:stone_basalt_02|||||||||||ocean_depth|beach_depth|hot|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semihumid_beach||lib_materials:sand_volcanic|2|lib_materials:sand|4|lib_materials:stone_basalt_02|||||||||||beach_depth|beach|hot|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semihumid||lib_materials:dirt_with_grass_hot_semihumid|1|lib_materials:dirt_silty|4|lib_materials:stone_basalt_02|||||||||||beach|highland|hot|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semihumid_mountain||lib_materials:stone_granite_brown_02|4|lib_materials:stone_granite_black|6|lib_materials:stone_basalt_02|||||||||||highland|mountain|hot|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semihumid_strato||lib_materials:stone_gabbro|3|lib_materials:stone_granite_brown_02|5|lib_materials:stone_granite_black|||||||||||mountain|strato|hot|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_temperate_ocean||lib_materials:sand|4|lib_materials:sand|4|lib_materials:stone_granite_black|||||||||||ocean_depth|beach_depth|hot|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_temperate_beach||lib_materials:sand_volcanic|2|lib_materials:sand|4|lib_materials:stone_granite_black|||||||||||beach_depth|beach|hot|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_temperate||lib_materials:dirt_with_grass_hot_temperate|1|lib_materials:dirt_dark|4|lib_materials:stone_granite_black|||||||||||beach|highland|hot|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_temperate_mountain||lib_materials:stone_gabbro|4|lib_materials:stone_granite_brown_02|6|lib_materials:stone_granite_black|||||||||||highland|mountain|hot|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_temperate_strato||lib_materials:stone_brown|3|lib_materials:stone_gabbro|5|lib_materials:stone_granite_brown_02|||||||||||mountain|strato|hot|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semiarid_ocean||lib_materials:sand|4|lib_materials:sand|4|lib_materials:stone_granite_brown_02|||||||||||ocean_depth|beach_depth|hot|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semiarid_beach||lib_materials:sand_beach|2|lib_materials:dirt_clayey|4|lib_materials:stone_granite_brown_02|||||||||||beach_depth|beach|hot|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semiarid||lib_materials:dirt_with_grass_hot_semiarid|1|lib_materials:dirt|4|lib_materials:stone_granite_brown_02|||||||||||beach|highland|hot|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semiarid_mountain||lib_materials:stone_brown|4|lib_materials:stone_gabbro|6|lib_materials:stone_granite_brown_02|||||||||||highland|mountain|hot|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_semiarid_strato||lib_materials:stone_sand|3|lib_materials:stone_brown|5|lib_materials:stone_gabbro|||||||||||mountain|strato|hot|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_arid_ocean||lib_materials:sand|4|lib_materials:dirt_clay_red|4|lib_materials:stone_gabbro|||||||||||ocean_depth|beach_depth|hot|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_arid_beach||lib_materials:stone_sandstone_gravel|2|lib_materials:dirt_clay_red|4|lib_materials:stone_gabbro|||||||||||beach_depth|beach|hot|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_arid||lib_materials:stone_sandstone_gravel|4|lib_materials:stone_brown|4|lib_materials:stone_gabbro||||lib_materials:stone_desert_gravel|||||||beach|highland|hot|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_arid_mountain||lib_materials:stone_sand|4|lib_materials:stone_brown|6|lib_materials:stone_gabbro|||||||||||highland|mountain|hot|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
hot_arid_strato||lib_materials:stone_sandstone_desert|3|lib_materials:stone_sand|5|lib_materials:stone_brown|||||||||||mountain|strato|hot|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#hot_arid_mountain||air|10|air|25|lib_materials:stone_desert|||||||||||highland|mountain|hot|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#hot_arid_strato||air|15|air|15|air|||||||||||mountain|strato|hot|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#Name|Dust|NodeTop|NodeTopDepth|Filler|FillerDepth|Stone|WaterTop|WaterTopDepth|Water|River water|RiverBed|RiverBedDepth|CaveLiquid|DungeonNode|DungeonAlt|DungeonStair|Y-min|Y-max|Temperature|Humidity|MaxPos|MinPos|VerticalBlend||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#WARM|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_humid_ocean||lib_materials:sand|4|lib_materials:sand|4|lib_materials:stone_basalt_03|||||||||||ocean_depth|beach_depth|warm|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_humid_beach||lib_materials:sand_white|1|lib_materials:sand_volcanic|4|lib_materials:stone_basalt_03|||||||||||beach_depth|beach|warm|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_humid||lib_materials:dirt_with_grass_warm_humid|1|lib_materials:dirt_silt_02|4|lib_materials:stone_basalt_03|||||||||||beach|highland|warm|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_humid_mountain||lib_materials:stone_granite_brown|4|lib_materials:stone_gneiss_02|6|lib_materials:stone_basalt_03|||||||||||highland|mountain|warm|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_humid_strato||lib_materials:stone_brown|3|lib_materials:stone_granite_brown|5|lib_materials:stone_gneiss_02|||||||||||mountain|strato|warm|humid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semihumid_ocean||lib_materials:sand|2|lib_materials:sand|4|lib_materials:stone_gneiss_02|||||||||||ocean_depth|beach_depth|warm|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semihumid_beach||lib_materials:sand_white|1|lib_materials:sand_white|4|lib_materials:stone_gneiss_02|||||||||||beach_depth|beach|warm|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semihumid||lib_materials:dirt_with_grass_warm_semihumid|1|lib_materials:dirt_silty|4|lib_materials:stone_gneiss_02|||||||||||beach|highland|warm|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semihumid_mountain||lib_materials:stone_brown|4|lib_materials:stone_granite_brown|6|lib_materials:stone_gneiss_02|||||||||||highland|mountain|warm|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semihumid_strato||lib_materials:stone_sand|3|lib_materials:stone_brown|5|lib_materials:stone_granite_brown|||||||||||mountain|strato|warm|semihumid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_temperate_ocean||lib_materials:sand|2|lib_materials:sand|4|lib_materials:stone_granite_brown|||||||||||ocean_depth|beach_depth|warm|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_temperate_beach||lib_materials:sand_beach|1|lib_materials:sand|4|lib_materials:stone_granite_brown|||||||||||beach_depth|beach|warm|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_temperate||lib_materials:dirt_with_grass_warm_temperate|1|lib_materials:dirt_dark|4|lib_materials:stone_granite_brown|||||||||||beach|highland|warm|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_temperate_mountain||lib_materials:stone_sand|4|lib_materials:stone_brown|6|lib_materials:stone_granite_brown|||||||||||highland|mountain|warm|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_temperate_strato||lib_materials:stone_sandstone|3|lib_materials:stone_sand|5|lib_materials:stone_brown|||||||||||mountain|strato|warm|temperate|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semiarid_ocean||lib_materials:sand|2|lib_materials:sand|4|lib_materials:stone_brown|||||||||||ocean_depth|beach_depth|warm|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semiarid_beach||lib_materials:sand_beach|1|lib_materials:sand|4|lib_materials:stone_brown|||||||||||beach_depth|beach|warm|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semiarid||lib_materials:dirt_with_grass_warm_semiarid|1|lib_materials:dirt|4|lib_materials:stone_brown|||||||||||beach|highland|warm|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semiarid_mountain||lib_materials:stone_sandstone|4|lib_materials:stone_sand|6|lib_materials:stone_brown|||||||||||highland|mountain|warm|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_semiarid_strato||lib_materials:stone_sandstone_white|3|lib_materials:stone_sandstone|5|lib_materials:stone_sand|||||||||||mountain|strato|warm|semiarid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_arid_ocean||lib_materials:sand|4|lib_materials:sand|4|lib_materials:stone_sand|||||||||||ocean_depth|beach_depth|warm|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_arid_beach||lib_materials:stone_sandstone_white_gravel|2|lib_materials:sand|4|lib_materials:stone_sand|||||||||||beach_depth|beach|warm|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_arid||lib_materials:stone_sandstone_white_gravel|3|lib_materials:stone_sand|4|lib_materials:stone_sand||||lib_materials:stone_sandstone_white_gravel|||||||beach|highland|warm|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_arid_mountain||lib_materials:stone_sandstone_white|4|lib_materials:stone_sandstone|6|lib_materials:stone_sand||||lib_materials:stone_sandstone_white_gravel|||||||highland|mountain|warm|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
warm_arid_strato||lib_materials:stone_sandstone_desert|3|lib_materials:stone_sandstone_white|5|lib_materials:stone_sandstone||||lib_materials:stone_sandstone_white_gravel|||||||mountain|strato|warm|arid|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
