#Ore_Type|Ore_Name|Wherein|Threshold|Y_Min|Y_Max|Biome
dirt|dirt_silt_01|sand|0.8|beach_depth|beach|hot_humid_beach
dirt|dirt_clayey_with_grass_hot_semihumid_coastal|dirt_with_grass_hot_semihumid_coastal|0.8|beach|coastal|hot_semihumid_coastal
dirt|dirt_sandy_with_grass_hot_semihumid_coastal|dirt_with_grass_hot_semihumid_coastal|0.8|beach|coastal|hot_semihumid_coastal
dirt|dirt_silty_with_grass_hot_semihumid_coastal|dirt_with_grass_hot_semihumid_coastal|0.8|beach|coastal|hot_semihumid_coastal
dirt|dirt_black_with_litter_rainforest|dirt_with_grass_hot_semihumid_coastal|0.8|beach|coastal|hot_semihumid_coastal
dirt|dirt_brown_with_litter_rainforest|dirt_with_grass_hot_semihumid_coastal|0.8|beach|coastal|hot_semihumid_coastal
dirt|dirt_clayey_with_grass_hot_semihumid_lowland|dirt_with_grass_hot_semihumid_lowland|0.8|coastal|lowland|hot_semihumid_lowland
dirt|dirt_sandy_with_grass_hot_semihumid_lowland|dirt_with_grass_hot_semihumid_lowland|0.8|coastal|lowland|hot_semihumid_lowland
dirt|dirt_silty_with_grass_hot_semihumid_lowland|dirt_with_grass_hot_semihumid_lowland|0.8|coastal|lowland|hot_semihumid_lowland
dirt|dirt_black_with_litter_rainforest|dirt_with_grass_hot_semihumid_lowland|0.8|coastal|lowland|hot_semihumid_lowland
dirt|dirt_brown_with_litter_rainforest|dirt_with_grass_hot_semihumid_lowland|0.8|coastal|lowland|hot_semihumid_lowland
dirt|dirt_clayey_with_grass_hot_semihumid_shelf|dirt_with_grass_hot_semihumid_shelf|0.8|lowland|shelf|hot_semihumid_shelf
dirt|dirt_sandy_with_grass_hot_semihumid_shelf|dirt_with_grass_hot_semihumid_shelf|0.8|lowland|shelf|hot_semihumid_shelf
dirt|dirt_silty_with_grass_hot_semihumid_shelf|dirt_with_grass_hot_semihumid_shelf|0.8|lowland|shelf|hot_semihumid_shelf
dirt|dirt_black_with_litter_rainforest|dirt_with_grass_hot_semihumid_shelf|0.8|lowland|shelf|hot_semihumid_shelf
dirt|dirt_brown_with_litter_rainforest|dirt_with_grass_hot_semihumid_shelf|0.8|lowland|shelf|hot_semihumid_shelf
dirt|dirt_clayey_with_grass_hot_semihumid_highland|dirt_with_grass_hot_semihumid_highland|0.8|shelf|highland|hot_semihumid_highland
dirt|dirt_sandy_with_grass_hot_semihumid_highland|dirt_with_grass_hot_semihumid_highland|0.8|shelf|highland|hot_semihumid_highland
dirt|dirt_silty_with_grass_hot_semihumid_highland|dirt_with_grass_hot_semihumid_highland|0.8|shelf|highland|hot_semihumid_highland
dirt|dirt_black_with_litter_rainforest|dirt_with_grass_hot_semihumid_highland|0.8|shelf|highland|hot_semihumid_highland
dirt|dirt_brown_with_litter_rainforest|dirt_with_grass_hot_semihumid_highland|0.8|shelf|highland|hot_semihumid_highland
dirt|dirt_black_with_grass_hot_temperate_coastal|dirt_with_grass_hot_temperate_coastal|0.8|beach|coastal|hot_temperate_coastal
dirt|dirt_brown_with_grass_hot_temperate_coastal|dirt_with_grass_hot_temperate_coastal|0.8|beach|coastal|hot_temperate_coastal
dirt|dirt_clayey_with_grass_hot_temperate_coastal|dirt_with_grass_hot_temperate_coastal|0.8|beach|coastal|hot_temperate_coastal
dirt|dirt_sandy_with_grass_hot_temperate_coastal|dirt_with_grass_hot_temperate_coastal|0.8|beach|coastal|hot_temperate_coastal
dirt|dirt_silty_with_grass_hot_temperate_coastal|dirt_with_grass_hot_temperate_coastal|0.8|beach|coastal|hot_temperate_coastal
dirt|dirt_black_with_grass_hot_temperate_lowland|dirt_with_grass_hot_temperate_lowland|0.8|coastal|lowland|hot_temperate_lowland
dirt|dirt_brown_with_grass_hot_temperate_lowland|dirt_with_grass_hot_temperate_lowland|0.8|coastal|lowland|hot_temperate_lowland
dirt|dirt_clayey_with_grass_hot_temperate_lowland|dirt_with_grass_hot_temperate_lowland|0.8|coastal|lowland|hot_temperate_lowland
dirt|dirt_sandy_with_grass_hot_temperate_lowland|dirt_with_grass_hot_temperate_lowland|0.8|coastal|lowland|hot_temperate_lowland
dirt|dirt_silty_with_grass_hot_temperate_lowland|dirt_with_grass_hot_temperate_lowland|0.8|coastal|lowland|hot_temperate_lowland
dirt|dirt_black_with_grass_hot_temperate_shelf|dirt_with_grass_hot_temperate_shelf|0.8|lowland|shelf|hot_temperate_shelf
dirt|dirt_brown_with_grass_hot_temperate_shelf|dirt_with_grass_hot_temperate_shelf|0.8|lowland|shelf|hot_temperate_shelf
dirt|dirt_clayey_with_grass_hot_temperate_shelf|dirt_with_grass_hot_temperate_shelf|0.8|lowland|shelf|hot_temperate_shelf
dirt|dirt_sandy_with_grass_hot_temperate_shelf|dirt_with_grass_hot_temperate_shelf|0.8|lowland|shelf|hot_temperate_shelf
dirt|dirt_silty_with_grass_hot_temperate_shelf|dirt_with_grass_hot_temperate_shelf|0.8|lowland|shelf|hot_temperate_shelf
dirt|dirt_black_with_grass_hot_temperate_highland|dirt_with_grass_hot_temperate_highland|0.8|shelf|highland|hot_temperate_highland
dirt|dirt_brown_with_grass_hot_temperate_highland|dirt_with_grass_hot_temperate_highland|0.8|shelf|highland|hot_temperate_highland
dirt|dirt_clayey_with_grass_hot_temperate_highland|dirt_with_grass_hot_temperate_highland|0.8|shelf|highland|hot_temperate_highland
dirt|dirt_sandy_with_grass_hot_temperate_highland|dirt_with_grass_hot_temperate_highland|0.8|shelf|highland|hot_temperate_highland
dirt|dirt_silty_with_grass_hot_temperate_highland|dirt_with_grass_hot_temperate_highland|0.8|shelf|highland|hot_temperate_highland
dirt|dirt_black_with_grass_hot_semiarid_coastal|dirt_with_grass_hot_semiarid_coastal|0.8|beach|coastal|hot_semiarid_coastal
dirt|dirt_brown_with_grass_hot_semiarid_coastal|dirt_with_grass_hot_semiarid_coastal|0.8|beach|coastal|hot_semiarid_coastal
dirt|dirt_clayey_with_grass_hot_semiarid_coastal|dirt_with_grass_hot_semiarid_coastal|0.8|beach|coastal|hot_semiarid_coastal
dirt|dirt_sandy_with_grass_hot_semiarid_coastal|dirt_with_grass_hot_semiarid_coastal|0.8|beach|coastal|hot_semiarid_coastal
dirt|dirt_silty_with_grass_hot_semiarid_coastal|dirt_with_grass_hot_semiarid_coastal|0.8|beach|coastal|hot_semiarid_coastal
dirt|dirt_with_grass_dry|dirt_with_grass_hot_semiarid_coastal|0.8|beach|coastal|hot_semiarid_coastal
dirt|dirt_black_with_grass_hot_semiarid_lowland|dirt_with_grass_hot_semiarid_lowland|0.8|coastal|lowland|hot_semiarid_lowland
dirt|dirt_brown_with_grass_hot_semiarid_lowland|dirt_with_grass_hot_semiarid_lowland|0.8|coastal|lowland|hot_semiarid_lowland
dirt|dirt_clayey_with_grass_hot_semiarid_lowland|dirt_with_grass_hot_semiarid_lowland|0.8|coastal|lowland|hot_semiarid_lowland
dirt|dirt_sandy_with_grass_hot_semiarid_lowland|dirt_with_grass_hot_semiarid_lowland|0.8|coastal|lowland|hot_semiarid_lowland
dirt|dirt_silty_with_grass_hot_semiarid_lowland|dirt_with_grass_hot_semiarid_lowland|0.8|coastal|lowland|hot_semiarid_lowland
dirt|dirt_with_grass_dry|dirt_with_grass_hot_semiarid_lowland|0.8|coastal|lowland|hot_semiarid_lowland
dirt|dirt_black_with_grass_hot_semiarid_shelf|dirt_with_grass_hot_semiarid_shelf|0.8|lowland|shelf|hot_semiarid_shelf
dirt|dirt_brown_with_grass_hot_semiarid_shelf|dirt_with_grass_hot_semiarid_shelf|0.8|lowland|shelf|hot_semiarid_shelf
dirt|dirt_clayey_with_grass_hot_semiarid_shelf|dirt_with_grass_hot_semiarid_shelf|0.8|lowland|shelf|hot_semiarid_shelf
dirt|dirt_sandy_with_grass_hot_semiarid_shelf|dirt_with_grass_hot_semiarid_shelf|0.8|lowland|shelf|hot_semiarid_shelf
dirt|dirt_silty_with_grass_hot_semiarid_shelf|dirt_with_grass_hot_semiarid_shelf|0.8|lowland|shelf|hot_semiarid_shelf
dirt|dirt_with_grass_dry|dirt_with_grass_hot_semiarid_shelf|0.8|lowland|shelf|hot_semiarid_shelf
dirt|dirt_black_with_grass_hot_semiarid_highland|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|dirt_brown_with_grass_hot_semiarid_highland|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|dirt_clayey_with_grass_hot_semiarid_highland|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|dirt_sandy_with_grass_hot_semiarid_highland|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|dirt_silty_with_grass_hot_semiarid_highland|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|dirt_with_grass_dry|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|sand|stone_sandstone_white_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|sand_desert|stone_sandstone_white_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|sand_white|stone_sandstone_white_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|stone_sandstone_desert_gravel|stone_sandstone_white_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|sand|stone_sandstone_white_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|sand_desert|stone_sandstone_white_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|sand_white|stone_sandstone_white_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|stone_sandstone_desert_gravel|stone_sandstone_white_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|sand|stone_sandstone_white_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|sand_desert|stone_sandstone_white_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|sand_white|stone_sandstone_white_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_sandstone_desert_gravel|stone_sandstone_white_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|sand|stone_sandstone_white_gravel|0.8|shelf|highland|hot_arid_highland
dirt|sand_desert|stone_sandstone_white_gravel|0.8|shelf|highland|hot_arid_highland
dirt|sand_white|stone_sandstone_white_gravel|0.8|shelf|highland|hot_arid_highland
dirt|stone_desert_gravel|stone_sandstone_white_gravel|0.8|shelf|highland|hot_arid_highland
dirt|stone_sandstone_desert_gravel|stone_sandstone_white_gravel|0.8|shelf|highland|hot_arid_highland
dirt|dirt_silt_01|sand_white|0.8|beach_depth|beach|warm_humid_beach
dirt|dirt_black_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_brown_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_clayey_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_sandy_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_silty_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_black_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_brown_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_clayey_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_sandy_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_silty_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_black_with_grass_warm_humid_shelf|dirt_with_grass_warm_humid_shelf|0.8|lowland|shelf|warm_humid_shelf
dirt|dirt_brown_with_grass_warm_humid_shelf|dirt_with_grass_warm_humid_shelf|0.8|lowland|shelf|warm_humid_shelf
dirt|dirt_clayey_with_grass_warm_humid_shelf|dirt_with_grass_warm_humid_shelf|0.8|lowland|shelf|warm_humid_shelf
dirt|dirt_sandy_with_grass_warm_humid_shelf|dirt_with_grass_warm_humid_shelf|0.8|lowland|shelf|warm_humid_shelf
dirt|dirt_silty_with_grass_warm_humid_shelf|dirt_with_grass_warm_humid_shelf|0.8|lowland|shelf|warm_humid_shelf
dirt|dirt_black_with_grass_warm_humid_highland|dirt_with_grass_warm_humid_highland|0.8|shelf|highland|warm_humid_highland
dirt|dirt_brown_with_grass_warm_humid_highland|dirt_with_grass_warm_humid_highland|0.8|shelf|highland|warm_humid_highland
dirt|dirt_clayey_with_grass_warm_humid_highland|dirt_with_grass_warm_humid_highland|0.8|shelf|highland|warm_humid_highland
dirt|dirt_sandy_with_grass_warm_humid_highland|dirt_with_grass_warm_humid_highland|0.8|shelf|highland|warm_humid_highland
dirt|dirt_silty_with_grass_warm_humid_highland|dirt_with_grass_warm_humid_highland|0.8|shelf|highland|warm_humid_highland
dirt|dirt_black_with_grass_warm_semihumid_coastal|dirt_with_grass_warm_semihumid_coastal|0.8|beach|coastal|warm_semihumid_coastal
dirt|dirt_brown_with_grass_warm_semihumid_coastal|dirt_with_grass_warm_semihumid_coastal|0.8|beach|coastal|warm_semihumid_coastal
dirt|dirt_clayey_with_grass_warm_semihumid_coastal|dirt_with_grass_warm_semihumid_coastal|0.8|beach|coastal|warm_semihumid_coastal
dirt|dirt_sandy_with_grass_warm_semihumid_coastal|dirt_with_grass_warm_semihumid_coastal|0.8|beach|coastal|warm_semihumid_coastal
dirt|dirt_silty_with_grass_warm_semihumid_coastal|dirt_with_grass_warm_semihumid_coastal|0.8|beach|coastal|warm_semihumid_coastal
dirt|dirt_with_soil_wet|dirt_with_grass_warm_semihumid_coastal|0.8|beach|coastal|warm_semihumid_coastal
dirt|dirt_black_with_grass_warm_semihumid_lowland|dirt_with_grass_warm_semihumid_lowland|0.8|coastal|lowland|warm_semihumid_lowland
dirt|dirt_brown_with_grass_warm_semihumid_lowland|dirt_with_grass_warm_semihumid_lowland|0.8|coastal|lowland|warm_semihumid_lowland
dirt|dirt_clayey_with_grass_warm_semihumid_lowland|dirt_with_grass_warm_semihumid_lowland|0.8|coastal|lowland|warm_semihumid_lowland
dirt|dirt_sandy_with_grass_warm_semihumid_lowland|dirt_with_grass_warm_semihumid_lowland|0.8|coastal|lowland|warm_semihumid_lowland
dirt|dirt_silty_with_grass_warm_semihumid_lowland|dirt_with_grass_warm_semihumid_lowland|0.8|coastal|lowland|warm_semihumid_lowland
dirt|dirt_with_soil_wet|dirt_with_grass_warm_semihumid_lowland|0.8|coastal|lowland|warm_semihumid_lowland
dirt|dirt_black_with_grass_warm_semihumid_shelf|dirt_with_grass_warm_semihumid_shelf|0.8|lowland|shelf|warm_semihumid_shelf
dirt|dirt_brown_with_grass_warm_semihumid_shelf|dirt_with_grass_warm_semihumid_shelf|0.8|lowland|shelf|warm_semihumid_shelf
dirt|dirt_clayey_with_grass_warm_semihumid_shelf|dirt_with_grass_warm_semihumid_shelf|0.8|lowland|shelf|warm_semihumid_shelf
dirt|dirt_sandy_with_grass_warm_semihumid_shelf|dirt_with_grass_warm_semihumid_shelf|0.8|lowland|shelf|warm_semihumid_shelf
dirt|dirt_silty_with_grass_warm_semihumid_shelf|dirt_with_grass_warm_semihumid_shelf|0.8|lowland|shelf|warm_semihumid_shelf
dirt|dirt_with_soil_wet|dirt_with_grass_warm_semihumid_shelf|0.8|lowland|shelf|warm_semihumid_shelf
dirt|dirt_black_with_grass_warm_semihumid_highland|dirt_with_grass_warm_semihumid_highland|0.8|shelf|highland|warm_semihumid_highland
dirt|dirt_brown_with_grass_warm_semihumid_highland|dirt_with_grass_warm_semihumid_highland|0.8|shelf|highland|warm_semihumid_highland
dirt|dirt_clayey_with_grass_warm_semihumid_highland|dirt_with_grass_warm_semihumid_highland|0.8|shelf|highland|warm_semihumid_highland
dirt|dirt_sandy_with_grass_warm_semihumid_highland|dirt_with_grass_warm_semihumid_highland|0.8|shelf|highland|warm_semihumid_highland
dirt|dirt_silty_with_grass_warm_semihumid_highland|dirt_with_grass_warm_semihumid_highland|0.8|shelf|highland|warm_semihumid_highland
dirt|dirt_with_soil_wet|dirt_with_grass_warm_semihumid_highland|0.8|shelf|highland|warm_semihumid_highland
dirt|dirt_black_with_grass_warm_temperate_coastal|dirt_with_grass_warm_temperate_coastal|0.8|beach|coastal|warm_temperate_coastal
dirt|dirt_brown_with_grass_warm_temperate_coastal|dirt_with_grass_warm_temperate_coastal|0.8|beach|coastal|warm_temperate_coastal
dirt|dirt_clayey_with_grass_warm_temperate_coastal|dirt_with_grass_warm_temperate_coastal|0.8|beach|coastal|warm_temperate_coastal
dirt|dirt_sandy_with_grass_warm_temperate_coastal|dirt_with_grass_warm_temperate_coastal|0.8|beach|coastal|warm_temperate_coastal
dirt|dirt_silty_with_grass_warm_temperate_coastal|dirt_with_grass_warm_temperate_coastal|0.8|beach|coastal|warm_temperate_coastal
dirt|dirt_black_with_grass_warm_temperate_lowland|dirt_with_grass_warm_temperate_lowland|0.8|coastal|lowland|warm_temperate_lowland
dirt|dirt_brown_with_grass_warm_temperate_lowland|dirt_with_grass_warm_temperate_lowland|0.8|coastal|lowland|warm_temperate_lowland
dirt|dirt_clayey_with_grass_warm_temperate_lowland|dirt_with_grass_warm_temperate_lowland|0.8|coastal|lowland|warm_temperate_lowland
dirt|dirt_sandy_with_grass_warm_temperate_lowland|dirt_with_grass_warm_temperate_lowland|0.8|coastal|lowland|warm_temperate_lowland
dirt|dirt_silty_with_grass_warm_temperate_lowland|dirt_with_grass_warm_temperate_lowland|0.8|coastal|lowland|warm_temperate_lowland
dirt|dirt_black_with_grass_warm_temperate_shelf|dirt_with_grass_warm_temperate_shelf|0.8|lowland|shelf|warm_temperate_shelf
dirt|dirt_brown_with_grass_warm_temperate_shelf|dirt_with_grass_warm_temperate_shelf|0.8|lowland|shelf|warm_temperate_shelf
dirt|dirt_clayey_with_grass_warm_temperate_shelf|dirt_with_grass_warm_temperate_shelf|0.8|lowland|shelf|warm_temperate_shelf
dirt|dirt_sandy_with_grass_warm_temperate_shelf|dirt_with_grass_warm_temperate_shelf|0.8|lowland|shelf|warm_temperate_shelf
dirt|dirt_silty_with_grass_warm_temperate_shelf|dirt_with_grass_warm_temperate_shelf|0.8|lowland|shelf|warm_temperate_shelf
dirt|dirt_black_with_grass_warm_temperate_highland|dirt_with_grass_warm_temperate_highland|0.8|shelf|highland|warm_temperate_highland
dirt|dirt_brown_with_grass_warm_temperate_highland|dirt_with_grass_warm_temperate_highland|0.8|shelf|highland|warm_temperate_highland
dirt|dirt_clayey_with_grass_warm_temperate_highland|dirt_with_grass_warm_temperate_highland|0.8|shelf|highland|warm_temperate_highland
dirt|dirt_sandy_with_grass_warm_temperate_highland|dirt_with_grass_warm_temperate_highland|0.8|shelf|highland|warm_temperate_highland
dirt|dirt_silty_with_grass_warm_temperate_highland|dirt_with_grass_warm_temperate_highland|0.8|shelf|highland|warm_temperate_highland
dirt|dirt_black_with_grass_warm_semiarid_coastal|dirt_with_grass_warm_semiarid_coastal|0.8|beach|coastal|warm_semiarid_coastal
dirt|dirt_brown_with_grass_warm_semiarid_coastal|dirt_with_grass_warm_semiarid_coastal|0.8|beach|coastal|warm_semiarid_coastal
dirt|dirt_clayey_with_grass_warm_semiarid_coastal|dirt_with_grass_warm_semiarid_coastal|0.8|beach|coastal|warm_semiarid_coastal
dirt|dirt_sandy_with_grass_warm_semiarid_coastal|dirt_with_grass_warm_semiarid_coastal|0.8|beach|coastal|warm_semiarid_coastal
dirt|dirt_silty_with_grass_warm_semiarid_coastal|dirt_with_grass_warm_semiarid_coastal|0.8|beach|coastal|warm_semiarid_coastal
dirt|dirt_with_grass_dry|dirt_with_grass_warm_semiarid_coastal|0.8|beach|coastal|warm_semiarid_coastal
dirt|dirt_black_with_grass_warm_semiarid_lowland|dirt_with_grass_warm_semiarid_lowland|0.8|coastal|lowland|warm_semiarid_lowland
dirt|dirt_brown_with_grass_warm_semiarid_lowland|dirt_with_grass_warm_semiarid_lowland|0.8|coastal|lowland|warm_semiarid_lowland
dirt|dirt_clayey_with_grass_warm_semiarid_lowland|dirt_with_grass_warm_semiarid_lowland|0.8|coastal|lowland|warm_semiarid_lowland
dirt|dirt_sandy_with_grass_warm_semiarid_lowland|dirt_with_grass_warm_semiarid_lowland|0.8|coastal|lowland|warm_semiarid_lowland
dirt|dirt_silty_with_grass_warm_semiarid_lowland|dirt_with_grass_warm_semiarid_lowland|0.8|coastal|lowland|warm_semiarid_lowland
dirt|dirt_with_grass_dry|dirt_with_grass_warm_semiarid_lowland|0.8|coastal|lowland|warm_semiarid_lowland
dirt|dirt_black_with_grass_warm_semiarid_shelf|dirt_with_grass_warm_semiarid_shelf|0.8|lowland|shelf|warm_semiarid_shelf
dirt|dirt_brown_with_grass_warm_semiarid_shelf|dirt_with_grass_warm_semiarid_shelf|0.8|lowland|shelf|warm_semiarid_shelf
dirt|dirt_clayey_with_grass_warm_semiarid_shelf|dirt_with_grass_warm_semiarid_shelf|0.8|lowland|shelf|warm_semiarid_shelf
dirt|dirt_sandy_with_grass_warm_semiarid_shelf|dirt_with_grass_warm_semiarid_shelf|0.8|lowland|shelf|warm_semiarid_shelf
dirt|dirt_silty_with_grass_warm_semiarid_shelf|dirt_with_grass_warm_semiarid_shelf|0.8|lowland|shelf|warm_semiarid_shelf
dirt|dirt_with_grass_dry|dirt_with_grass_warm_semiarid_shelf|0.8|lowland|shelf|warm_semiarid_shelf
dirt|dirt_black_with_grass_warm_semiarid_highland|dirt_with_grass_warm_semiarid_highland|0.8|shelf|highland|warm_semiarid_highland
dirt|dirt_brown_with_grass_warm_semiarid_highland|dirt_with_grass_warm_semiarid_highland|0.8|shelf|highland|warm_semiarid_highland
dirt|dirt_clayey_with_grass_warm_semiarid_highland|dirt_with_grass_warm_semiarid_highland|0.8|shelf|highland|warm_semiarid_highland
dirt|dirt_sandy_with_grass_warm_semiarid_highland|dirt_with_grass_warm_semiarid_highland|0.8|shelf|highland|warm_semiarid_highland
dirt|dirt_silty_with_grass_warm_semiarid_highland|dirt_with_grass_warm_semiarid_highland|0.8|shelf|highland|warm_semiarid_highland
dirt|dirt_with_grass_dry|dirt_with_grass_warm_semiarid_highland|0.8|shelf|highland|warm_semiarid_highland
dirt|sand|stone_sandstone_desert_gravel|0.8|beach|coastal|warm_arid_coastal
dirt|sand_desert|stone_sandstone_desert_gravel|0.8|beach|coastal|warm_arid_coastal
dirt|sand_white|stone_sandstone_desert_gravel|0.8|beach|coastal|warm_arid_coastal
