#Ore_Type|Ore_Name|Wherein|Threshold|Y_Min|Y_Max|Biome
dirt|dirt_silt_01|sand|0.8|beach_depth|beach|hot_humid_beach
dirt|dirt_sandy_with_grass_hot_semiarid_highland|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|dirt_silty_with_grass_hot_semiarid_highland|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|dirt_with_grass_dry|dirt_with_grass_hot_semiarid_highland|0.8|shelf|highland|hot_semiarid_highland
dirt|stone_gabbro|stone_brown|0.8|highland|mountain|hot_semiarid_mountain
dirt|stone_granite_brown_02|stone_brown|0.8|highland|mountain|hot_semiarid_mountain
dirt|stone_granite_01|stone_brown|0.8|highland|mountain|hot_semiarid_mountain
dirt|stone_sand|stone_brown|0.8|highland|mountain|hot_semiarid_mountain
dirt|stone_granite_brown|stone_brown|0.8|highland|mountain|hot_semiarid_mountain
dirt|stone_gabbro|stone_sand|0.8|mountain|strato|hot_semiarid_strato
dirt|stone_granite_brown_02|stone_sand|0.8|mountain|strato|hot_semiarid_strato
dirt|stone_granite_01|stone_sand|0.8|mountain|strato|hot_semiarid_strato
dirt|stone_brown|stone_sand|0.8|mountain|strato|hot_semiarid_strato
dirt|stone_granite_brown|stone_sand|0.8|mountain|strato|hot_semiarid_strato
dirt|sand|stone_sandstone_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|sand_desert|stone_sandstone_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|sand_white|stone_sandstone_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|stone_sandstone|stone_sandstone_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|stone_sandstone_desert_gravel|stone_sandstone_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|stone_sandstone_white|stone_sandstone_gravel|0.8|beach|coastal|hot_arid_coastal
dirt|sand|stone_sandstone_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|sand_desert|stone_sandstone_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|sand_white|stone_sandstone_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|stone_sandstone|stone_sandstone_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|stone_sandstone_desert_gravel|stone_sandstone_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|stone_sandstone_desert|stone_sandstone_desert_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|stone_sandstone_desert|stone_sandstone_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|stone_sandstone_white|stone_sandstone_gravel|0.8|coastal|lowland|hot_arid_lowland
dirt|sand_white|stone_sandstone_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_sandstone|stone_sandstone_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_sandstone_desert_gravel|stone_sandstone_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_sandstone_desert|stone_sandstone_desert_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_sandstone_desert|stone_sandstone_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_sandstone_white|stone_sandstone_gravel|0.8|lowland|shelf|hot_arid_shelf
dirt|stone_sandstone|stone_sandstone_gravel|0.8|shelf|highland|hot_arid_highland
dirt|stone_sandstone_desert_gravel|stone_sandstone_gravel|0.8|shelf|highland|hot_arid_highland
dirt|stone_sandstone_desert|stone_sandstone_desert_gravel|0.8|shelf|highland|hot_arid_highland
dirt|stone_sandstone_desert|stone_sandstone_gravel|0.8|shelf|highland|hot_arid_highland
dirt|stone_sandstone_white|stone_sandstone_gravel|0.8|shelf|highland|hot_arid_highland
dirt|stone_desert|stone_sand|0.8|highland|mountain|hot_arid_mountain
dirt|stone_granite_brown_02|stone_sand|0.8|highland|mountain|hot_arid_mountain
dirt|stone_sandstone_desert|stone_sand|0.8|highland|mountain|hot_arid_mountain
dirt|stone_brown|stone_sand|0.8|highland|mountain|hot_arid_mountain
dirt|stone_granite_brown|stone_sand|0.8|highland|mountain|hot_arid_mountain
dirt|stone_desert|stone_sandstone_desert|0.8|mountain|strato|hot_arid_strato
dirt|stone_sandstone_desert|stone_sandstone_desert|0.8|mountain|strato|hot_arid_strato
dirt|stone_sandstone_white|stone_sandstone_desert|0.8|mountain|strato|hot_arid_strato
dirt|stone_brown|stone_sandstone_desert|0.8|mountain|strato|hot_arid_strato
dirt|stone_sand|stone_sandstone_desert|0.8|mountain|strato|hot_arid_strato
dirt|dirt_silt_01|sand_white|0.8|beach_depth|beach|warm_humid_beach
dirt|dirt_black_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_brown_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_clayey_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_sandy_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_silty_with_grass_warm_humid_coastal|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_black_with_litter_rainforest|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_brown_with_litter_rainforest|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_clayey_with_litter_rainforest|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_sandy_with_litter_rainforest|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_silty_with_litter_rainforest|dirt_with_grass_warm_humid_coastal|0.8|beach|coastal|warm_humid_coastal
dirt|dirt_black_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_brown_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_clayey_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_sandy_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_silty_with_grass_warm_humid_lowland|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_black_with_litter_rainforest|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_brown_with_litter_rainforest|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
dirt|dirt_clayey_with_litter_rainforest|dirt_with_grass_warm_humid_lowland|0.8|coastal|lowland|warm_humid_lowland
